Data;Label Sentimen;
@muhammadhanafi847,ALHAMDULILLAHI ROBBIL AALAMIIN,;Positif;
@MulyaWan-x8b,sekarang 1 gram udah 3 Juta ðŸ˜‚,;Positif;
@Handi0889,Dan sekarang hampir 2 jt ðŸ˜‚,;Positif;
@rahmatjo6837,Kalau pegadeannya bangkrut dan bubar bagaimana dengan emas digitalnya ???,;Netral;
@decil1168,Emas digitalll karena super mudah  apalagi kalau kita kepepet bisa digadai dengan bunga sangat kecilll.. sangat membantu,;Positif;
"@kiralucy3290,""Kalo mikir nya resiko. Semua ada resiko. Emas fisik aja entah di taro di rumah atau nyewa brankas di bank tetep beresiko di bobol maling.<br>So, mau emas digital/ fisik Yg terpenting inves di tempat terpercaya, jangan kebanyakan mikir, nanti kapan investasi nya, gak jadi beli-beli, sedangkan waktu terus berjalan, selesai ðŸ˜Š"",";Positif;
@AgumGumelar_vizafara,Emas digital lebih bagus karna harganya bisa terlihat.   Kalo emas fisik bisa ada penyusutan,;Positif;
"@kanefoaker,""Sy main duaÂ² nya.. .dengan rate beli yg sama hanya menerapkan gramasi yg berbeda, karena sesuai tema yg banyak digunakan banyak orang bahwa emas fisik saat ini per gram nya mahal sehingga emas digital yg lebih fleksibel baik dana minim maupun gramasi yg dibeli seolah menjadi solusi....,  Tp selama ini yg untung emas Fisik bukan yg digital, jd maaf ya.. . Info Yg anda bagikan hanya seperti polesan agar sekedar melek digital padahal tdk semua yg di digitalisasi itu berimbas baik atau menghasilkan untung.. .  <br><br>Kita boleh menjadikan ini sebagai pembelajaran yang comparatif, agar bs mengefektifkan niat dengan menabung emas, yg tentunya menurut sy emas fisik &quot";Positif;
"@Quito_Que,""Emas Baru ada 429k kalo ada duit gw topup dana beli emas, karna investasi jangka panjang  smoga pasti kebeli motor zx25ðŸ˜"",";Positif;
@Ratnadhilla92,aq dulu pnya uang 10jt bkn nya di cetak emas malah di tabungin di emas digitalðŸ¥²ðŸ¥²ðŸ¥² klo mau di cetak malah jatoh nya rugi ga sih??? atau udah simpen ajja di emas digital?,;Netral;
"@adipatitan,""Kalau duit 3-4 juta digital gak papa,  kalau sudah 20-30 jutaan mending fisik saja.. Cari aman, dan saya tau pengadaian milik negara.."",";Positif;
"@instaset,""Emas fisik. Kalo uang blm cukup beli emas digital. Jika sudah kumpul diatas 1gr bisa cetak fisik. Gk perlu dihitung biaya lain2. Karena sejatinya emas buat simpanan diatas 10th yg menikmati anak/cucu. Ada banyak faktor keunggulan emas fisik. Masih inget bank2 likuiditas. Brp antrean buat nyairin saldo dibank tsb. Jika terjadi perang/hal2 lain, emas fisik lebih unggul. Jika blm percaya. Buat literatur detail fisik vs digital kemudian bandingkan dg cermat. <br>Perlu dipahami jika Emas bukan investasi."",";Positif;
"@nunaninaaa,""Lucu bgt yg komen wkwkw.<br>Masing2 ada kekurangan dan kelebihan lah gaiiss. <br>Kalo emas fisik, bisa aja ilang, dicolong atau kadar emasnya berkurang. Nah kalau digital, bisa aja down atau dihack akunnya. Tp yaa biar gimana pun teknologi itu gak akan mundur. Jgn cerita akhir jaman atau riba, kalo mau cerita gitu ya ndak usah nabung emas dong, bagus sedekah ajaaðŸ˜Š itu baru Investasi masa depan namanya. Hihihi"",";Positif;
@anwarirawan8363,baru mau investasi emas,;Positif;
@ilhamnuralamsyah9586,Bagi saya emas digital. Soalnya lumayan ada dana 100rb bisa buat beli emas itung itung nyicil.. dan kalau untuk cetak emas minimal 1 gram itu beda beda. Kalau saya cukup digital aja soalnya ada biasa pencetakanmya lumayanðŸ˜,;Positif;
@andiksubadri6232,BUAT YG TAKUT GAK JADI FISIK EMAS.KLO PAKE TABUNGAN EMAS....KAN BISA DICAIRKAN DALAM BENTUK TUNAI SESUAI HARGA EMAS YG KITA DAPAT PADA HARI ITU JUGA..,;Positif;
"@pecintaduit88,""Kalo beli saham, walaupun sekuritas tutup, kita masih ada data di KSEI. Kalo emas digital, apakah ada &#39";Netral;
@damaijanum4233,Emas digital = angan - angan,;Negatif;
@bioskopmodern1306,Dilihat dari komentarnya ternyata masih banyak &quot;Netral;
@edomaulana811,Ingat broo emas itu SDA..dan bisa habis.. mending simpan fisik deh..suatu saat nanti klo langka hargnya juga makin mahal..beda ceeita klo digital..pas mau cetak eh stok emasnya ga adaðŸ˜‚ðŸ˜‚..,;Positif;
@mahatir8173,Investasi emas digital online juga gak aman jika akun emas digital kita di hack gimana,;Negatif;
@cakipoel2513,Apa emas digital gk lebih rawan..   dgn adanyaa hacker skelas bank besar aj bs d bobol apa lg aplikasi..,;Negatif;
"@iiksyukriyyah7666,""Emas digital donk, klo udh 5 gr ato 10gr bisa langsung dicetak"",";Positif;
"@kidsgaming5379,""Emas digital sekarang bisa di cetak langsung di ATM emas nya,hayo la update dong lu pada,ada disuatu aplikasi ada ATM emas nya buat nyetak fisik nya langsung"",";Positif;
@freetutorialinkscape3567,Emas digital hoax,;Negatif;
"@Rinka17,""Kalo jaringannya mati, emasnya hilang"",";Negatif;
@rudyalpandi5207,Yang komen jangan bikin panik...ðŸ˜,;Netral;
"@TheBayuwicaksono,""Dilihat dari commentnya, ada 2 pemikiran: Yang berpikir emas sebagai investasi, dan yang berpikir emas cuma cuma ada nilainya kalo bisa di pegang2."",";Netral;
"@christanoni7581,""Pilih emas fisik, saya ada pengalaman tabung emas digital nabungnya gampang tariknya dibikin mbulet..... Ada kekacauan atau kerusuhan apa2 nda bakal keluar emas kalian."",";Negatif;
"@etikonugroho2495,""Jangan halu lu tong, kayaknya strategi baru nih LOL"",";Netral;
@muhamadtohira.8154,Emang emas digital ada bentuknya ya?ðŸ¤£ ah boong tuh emas digital.<br>Emas fisik aja yg kinclong,;Netral;
"@TheBayuwicaksono,""Evolution always win. Kalo sekarang kalian ragu nyimpen emas online, sekalian aja tarik semua uang dari rekening bank dan fintech dan deposito kalian, jagain dah tu cash dirumah."",";Positif;
@zandeva,Jual beli emas baiknya tatap muka. Kecuali emas sebagai konversi rupiah,;Netral;
@stevennissa8443,Emas fisik lah klo emas digital di hack org gmn lbh ancur,;Negatif;
@ditoseafox,permainan apa lagi ini.ðŸ˜. permainan pikiran.,;Netral;
@ambilpengkolan3034,emas 1 karat lah,;Netral;
"@rmkristiyantoisnugroho6116,""Fisik, kalo online bohong"",";Negatif;
@priagungalvinsatraperdana4583,mwning buat open bo,;Negatif;
@priagungalvinsatraperdana4583,emas digital wort it bgi yg g bisa nyimpen uang atau gatel klo ada diskon kek gw,;Positif;
"@nurlindafsihotang49,""Emas fisik. Maaf2 sj, tp jasa keuangan di indonesia gak bs dipegang. Brp puluh &quot";Negatif;
@ilhamsatriaputra2288,Saat teknologi musnah makan tuh emas digital,;Negatif;
"@wongkhincay04,""Daripada beli emas digital, mending simpan uang di bank aja"",";Negatif;
@newagemovement8961,Emas digital itu cocok buat mereka yg bermental kacung dan budak. Mau aja di begok2in elit,;Negatif;
"@nandaekopriawan7852,""Emas fisik lah lebih jelas, terlalu canggih kali manusia pake emas digital.."",";Negatif;
@dilahgaming5128,v,;Netral;
@bonechan6107,Emas fisik laaaah... Emas digital kata lain dr riba..pembodohan.. menyalahi syariat.,;Negatif;
"@anantoprasetyo4636,""Yah emas fisiklah, emas digital mah mengarah ke ponzi"",";Negatif;
@Novianto-BP,Kalau emas digital hp dicuri memang emasnya msh bisa aman?,;Negatif;
@jasonlembono652,emas fisik,;Netral;
"@kidod25,""tapi kenyataan apa spt ini, pas mau difisikin bilanganya ga ada, dan ada juga yg lama banget sampai 45 hari lebih"",";Negatif;
"@tonyPrasetyarto,""Saya nabung emas digital di byon bsi, pernah beberapa kali cetak emas, alhamdulillah setelah tunggu 2 minggu emas antam bisa diambil, hanya biaya cetak emasnya kemahalan setiap keping emas fisik kena biaya 500rb rupiah"",";Positif;
@MohamadNurSoleh-s4r,Saya baru mau mulai <br>Minta saran hrs mulai dari mana pak?,;Netral;
@rosyadi5290,Tanya dong.<br>Kalo emas fisik dipindahkan ke emas digital bisa gak?(Tring Pegadaian),;Netral;
@PackMessi-t8z,klo nabung emas digital 1juta rutin perbulan bisa brpa keintungannya klo 10 tahun banh,;Netral;
"@fajarbayu8637,""Sy punya emas Digital di Aplilasi Tring! by Pegadaian. Tapi setiap mau cetak emas stok nya kosong di pegadaian daerah saya, sekarang jadi was-was vin ðŸ˜¢"",";Negatif;
@Lilibeth-z7z,Orang takut beli emas digital tpi ga pernah mikir kalau selama ini e-wallet yang kita pake juga bentuknya digital yang sewaktu-waktu juga bisa hilangðŸ˜‚,;Negatif;
@Atacams11,Gw belinya emas digital di apk dana,;Positif;
"@indocibemusicland,""Saya memutuskan nabung emas digital karena dampak kenaikan harga emas alhasil mencari emas fisik susahnya minta ampun akhir setelah harga menginjak 1,5 JT  beraniin nabung emas digital , apalgi setelah difahami ternyata ada buku rekening nya jadi gak jauh beda dan nabung uang di bank konvensional, ditambah bnyk testimoni nasabah yg lebih dulu punya tabungan digital dari era emas masih murah"",";Positif;
@Uiii514,Emas digital itu permainan perusahaan aja... fisiknya gak benar benar ada...,;Negatif;
@otakugamerzz3264,Saya dulu sering beli emas digital melalui tokopedia<br>Dulu tokopedia menyediakan investasi emas<br><br>Terus sekarang saya pindah ke emas fisik karena saya suka melihat emas fisikðŸ˜† seneng aja gitu kuning kuning terang,;Netral;
@90tub3,ilang,;Negatif;
"@HermanTann,""Beli langsung di pegadaian digital, atau skrg lebih mudah lewat aplikasi bank BRI. 100% online tidak perlu ke kantor cabang, kecuali mau ambil fisik emasnya."",";Netral;
"@ahmadjoyos1942,""Menurutku gak masalah meski gak ada emas fisiknya, yang penting harganya mengikuti emas fisik asli"",";Positif;
@kidzuita9245,Saya lebih prefer emas crypto (paxg) daripada emas digital.,;Negatif;
@adibburhanudin3843,Trimakasih infonya,;Netral;
@prayudiaji8533,Layanan di bawah Bappepti cuma mensyaratkan 10 kg emas. Padahal volume beli nya sdh lebih dari 10 kg. Tinggal tunggu waktu nya utk crash,;Negatif;
"@PatrickBintang86,""Selama yg ngelola BUMN, masih percaya gak percaya sih ðŸ˜Š. Beli yg wujud fisik saja, jelas memiliki."",";Negatif;
@ariervandi,Wkwkwkwk.... Percaya sama BUMN? Disini aja udah lucu.,;Negatif;
@zoomtan8882,Kok mau tarik fisik selalu tdk tersedia stok ? Laku emas ini,;Negatif;
@HABIBIJAYAPROPERTI,sya save finance d apk trsry..sangat bagus dn mudah dlm pencairan atau sistem nya.,;Positif;
@niimoo767,Gak perlu nyimpan fisik yg penting nilai jual belinya. Kalau naik/profit dan merasa cukuo ya dijual..,;Positif;
@M.Tamsir-z2p,Om memisalkan kita dapat untung saat penjualan apakah kita di kenakan pajak...,;Netral;
@valthelittledragon6056,Ya ga ada barajg asli nya. Itu kan in a sense cuman trading harga commodities aja ðŸ˜‚,;Negatif;
"@dwiduwok1496,""Bahas depositomya treasury dan shariacoin bang...sbnrnya uang nasabah itu diapakan,apakah bner2 diputar lg utk diusahakan..."",";Netral;
"@spookybwi,""Bahas segi pajak nya untuk konsumen akhir dan pkp,bos. Apa aja pajak emas nya"",";Netral;
@harsoisworo5394,Kapan terakhir anda ambil emas fisiknya om? Pengin tau pengusaha emas digital mana yg beneran bisa ambil fisiknya per desember 2025.,;Netral;
@imgoodboy123,Di Indo serem ga sih...,;Negatif;
@bendigunawan1677,Nabung emas digital di Indogold ko minta tolong jelasin,;Netral;
@Mayakrida,Ada yang bisa tukar sama emas batangan,;Netral;
@Nontonsaja98,Aplikasi dana gimana min ?,;Netral;
"@adityanugroho8965,""Coba koh bahas reksa dana bursa ETF gold syariah... Baru aja dilaunching kerjasama antara Mandiri Sekuritas, Mandiri Investasi, Deutche Bank dan Pegadaian..."",";Netral;
"@eckyspades,""Minta saran dong, kira2 kalau saya mau nabung emas untuk mahar, dan saya gunakan aplikasi Tring by Pegadaian apakah cukup aman?"",";Netral;
@therollingwheelz,msh belum percaya dgn emas digital krn banyak oknum nakal tp kalopun terpaksa milih ya pegadaian or antam punya.,;Negatif;
"@heriyadi6558,""Alhamdulillah, saya emas digital pegadaian tabungan mas  dan simpan fisik emas juga ."",";Positif;
@DonnyMUFC,Tidak...saya mengikutin cara chinese yg beli selalu dan selalu emas fisik,;Netral;
@ebiaku5011,aku malah beli dan nabung emas dalam bentuk tokenisasi crypto (PAXG)ðŸ˜…,;Positif;
@liamalivlog2843,Di apk dana juga ada emas digital aku simpan disana untuk dana darurat,;Positif;
@liamalivlog2843,Aku beli emas di digital di brimo setiap bulan udh mau setahun semangat ya,;Positif;
@Tonbo_oye,Aku pake apk dana soalnya di situ ada emasnya juga kak itu gimana bagus gak,;Netral;
@Tonbo_oye,Kalo emas digital apk DANA itu dari mana kakak,;Netral;
"@sitisigit8413,""Sebenernya khawatir ga hnya emas aja,,tabungn uang jg mengkhawatirkn,emas/uang disimpan dirmh jg kawatir hilang. Intinya Nabung ya Nabung aja"",";Positif;
"@povpartymdn,""saya mau nanya sedikit ini, kalau mau investasi emas digital lebih bagusan emas indo atau token crypto emas luar kaya pax dan xau tolong di jawab ya bgðŸ™"",";Netral;
@hends7467,Bahasan yang saya suka hehehe,;Positif;
@alamdendy,Saya di lima2 nya nabung emasnya. Supaya mengurangi resiko,;Positif;
"@adtyarnpdt3471,""kesimpulan <a href=""""https://www.youtube.com/watch?v=4lDbQD6h3N4&amp";Netral;
"@PisangGoreng-y5t,""F Pegadaian ini pt penipu dan gk bertanggung jawab, <br>Saya sdh lunas cicilan emas 100 juta lebih ,  tp emasnya gk ada gk sesuai perjanjian lisan atau tulisan, bahkan di tulisan itu emas punya saya yg saya gadaikan ke pegadiaan trus saya tebus pke cicilan, katanya emasnya gk ada dan gk tau kapan datangnya mau 1 bln, 3 bln, 6 bln , 1 taun atau sampek kiamat jg gk tau. Ditanya cs cs wa atau email jg jawabnya gk tau,<br><br>Note 1 : segera tarik uang kalian atau aset apapun itu dr pegadaian jika ada sebelum terlambat<br>Note 2: kalo mau punya emas beli emas di tempat yg jual emas khusus harga seperti di web, jgn cicil atau tabung digital"",";Negatif;
"@ULTRAMENNIJO,""8 bulan kedepan emas 1 gram kemungkinan 2,8 - 3,4 JT per gram sekarang lagi turun karena dollar menguat + geopolitik China as clear di bawah kekuasaan trump"",";Positif;
@ajimaulana103,AJIM751373 nih kode nya,;Netral;
@nadine3061,Ka update dong kenapa di pluang harga emas nya jauh banget dari yg lain. Antam sekita 2.3 juta lah ini pluang 3 juta,;Netral;
@BangTheo-z8t,Gue invest di Pluang udah hmpir 1M an.,;Positif;
@okmanokman7347,saya pakai Indogold... aman dan terpercaya. Jual beli nya juga satset,;Positif;
"@riyanshiomay,""pluang hari ini 7,7% nyesel bgt dah.. pdhl yg lain msih wajar naiknya saat harga emas naik gini. di pegadaian msih 3.5 lakuemas dibawah 3 persen"",";Positif;
@RosiMunir,Beli saat promo aja,;Positif;
"@RosiMunir,""KLO keuntungan nya gmn , antara emas fisik dan digital"",";Netral;
@aal6200,Bg kalau nabung emas digital di aplikasi brimo sama aja apa nggak dengan aplikasi pegadaian ?,;Netral;
@andienuar5918,Saya pakai Indogold sama byond bca... indogold paling mantap,;Positif;
"@aldifransetya8277,""Saya pakai dana,treasury dan pegadaian digital"",";Positif;
"@aldifransetya8277,""Saya pakai nabung emas di dana,treasury dan pegadaian digital"",";Positif;
@mahfudzffi1064,Gua nemuin emas pluang ternyata lebih banyak naik nya dibanding platform yg lain,;Positif;
@cisco639,Kalo saya orang kaya sudah pasti pilih laku emas elite,;Netral;
@YandriKatu-s5v,Penggadaian emas dan treasury bang terima kasih informasi,;Netral;
@budjanglapuk1320,Di neobank spread nya brapa ya,;Netral;
"@BlueSky-tr7te,""Saya pakai Pluang Dan Pegadaian Digital.<br>Sejauh Ini Worth it aja Sih Sesuai Fungsional MasingÂ².<br>Pegadaian Digital Buat Fokus Tabungan, Mudah Diakses Karna Cabangnya Banyak, Ada Fitur Fintech-nya Juga Yg Bisa dimanfaatkan, Jaminan Keamanan Lebih Tinggi Karna BUMN.<br>Pakai Pluang Untuk Diversifikasi Aset Karna Varian Instrumen Investasi-nya Ada Emas, Kripto Dan Saham AS."",";Positif;
@phirenk8891,Hari ini emas per gram 2jt,;Positif;
@WahyuYudistira,Kalo DANA gimana min,;Netral;
"@arta_channel3592,""Kalo saya pakai dana,aplikasi keuangan digital yg bisa trnsfer ke mana aja"",";Positif;
@xd-gaming9981,Kesimpulannya paling bagus pake aplikasi apa?,;Netral;
@priyadipinto4246,Perusahaan BUMN lebih aman kak... Kalau swasta ngeri.... Buyback nya bisa terserah perusahaan nya... Serem...,;Negatif;,
@erwandarwin,Kok sekarang di peluang spread nya sy itung 4% ya besar banget,;Negatif;
"@yentohwang1999,""Kenapa spread emas hari ini bisa mencapai 7,8% di pluang? Bukankah rulesnya 2,5-3% ko?"",";Negatif;
"@tukangreviewdadakan,""Saya pakai treasury dan pegadaian digital.<br>pegadaian digital bagus sih, tapi biaya topupnya Rp 2.500 cukup memberatkan, kalau nabung emas rutin seminggu 1x, berarti dalam 1 bulan nabung 4x itu sudah kena biaya topup 10rb.<br>1 tahun berarti untuk biaya topupnya doang total 120rb, itu kalau nabung rutin setiap minggu selama 1 tahun."",";Negatif;
@nurhias5595,Yg cepat wd nya yg mana kak,;Positif;
rahmawati2660, pencairan agak ribet ka...,;Negatif;
@fgabut9538,Bang kalo nabung emas di dana aman pa ngga?,;Netral;
"@dollys222,""mending Dana eMas, gada biaya admin , jual langsung cair ke saldo dana tanpa admin/potongan,"",";Positif;
@namakuviva89,Klo bareksa gmn kak,;Netral;
@MrRichardsetyawan,Pluang tahun 2025 udah ngga ada nabung emas nya ya,;Netral;
@balareabogorofficial,Nyesel banget baru tau treasury ðŸ˜¢,;Negatif;
@lutfiamrupassa3376,Pake DANA aja bisa beli emas,;Netral;
@nirmaladewimoel9519,Kalau nabung emas dipengadaian syariah tapi ga megang fisiknya itu gimana??,;Netral;
"@isyanawikrama,""Pluang <a href=""""https://www.youtube.com/watch?v=4lDbQD6h3N4&amp";Netral;
@hettiNuriah,Klu d dana aman gk y,;Netral;
@IksanBlack-s5z,Untuk masalah penarikannya lama gak bang?,;Netral;
@marlinsumarlin5799,Saya pakai treasury Alhamdulillah masih aman,;Netral;
@sukasuka8682,Kko aku di trasury sih tp beli nya pas ad promo potgn hrga sja,;Netral;
"@AyuSari-kh9eg,""Bank kalo misal apps yg kerjasama dgn pegadaian, kaya BRImo, untuk nabung emas apakah spread nya sama seperti pegadaian? Dan kalo nabung emas di bank ada biaya jasa kaya kita nyimpen uang di bank ga sih?"",";Netral;
@Info_Random488,According to me the best app for e-gold saving is pluang.,;Netral;
"@angelmoise9233,""Saya awalnya investasi emas di tokopedia, lalu mereka tutup hari ini. <br><br>Mereka mengarahkan untuk pindah ke pluang. Dan saya menyetujuinya.<br><br>Dlu saat di tokopedia, tidak ada biaya admin atau transfer. Saya kira pluang pun sama.<br><br><br>Karena saya kira sama. Saya pun pindah ke pluang, sesuai arahan tokopedia. <br><br>Ternyata setelah emas digital saya pindah ke pluang, untuk membeli emas saya harus isi saldo dulu. Nah masalahnya dimulai ketika saya mau isi saldo. Ternyata ada minimal pengisian yaitu 500ribu jika ingin gratis ðŸ˜… di bawah 500rb akan kena 3000 per transaksi.<br><br>Berarti statement yg katanya isi topup gratis itu sekarang udah ga berlaku lagi ya di pluang? ðŸ¥²"",";Netral;
"@maulanaravli6612,""Kak bantu jawab, itu misal kalo mau dikonversi ke emas fisik harus kemana ya?"",";Netral;
@andreaswijaya89ify,Emas digital ini ter-report lsg ke pajak y?,;Netral;
"@Smart_YT827,""bang, kalau tahun 2024 ini yang mna nih spread terkecil?"",";Netral;
"@istrianamstar6378,""Maaf mau tanya, misal kita beli emas digital 1 gram, lalu beli lagi 0,5 gram, beli lagi 0,5 gram.<br>Apa nanti dicetak atau saat menjual bisa jadi 2 gram?"",";Netral;
@Fools-z5b,Selain peluang yg free biaya2 ada lagi ngga ?,;Netral;
"@noeyrid1582,""Saya baru mulai beberapa bulan di pegadaian. Alesannya, kantornya cabangnya deket hehe"",";Negatif;
"@Aylia_Km,""Bang, kok harga nya beda2 di tiap aplikasi ?"",";Negatif;
"@AsadChalik-yb6ov,""Halo Koh,<br><br>Saya baru banget mau coba nabung/invest emas rutin tiap bulan untuk jangka panjang.<br><br>Kira2 better beli emas batang per 1 gram tiap bulannya (antam/UBS), atau better beli emas digital gini ya untuk per 1 gram tiap bulan.<br><br>Sekarang usia 34 th.<br>Target agar bisa untuk tambahan dana pensiun nantinya.<br><br>Mohon sarannya.<br><br>Thanks"",";Positif;
@krisnawati7840,Yg paling mudah / aman  toko emas / pegadean ??,;Netral;
@jasafollowerzz,Saran saya pakai LAKU EMAS aja spread flat 2.5% aja . Jgn pilih yg spead gantiÂ²,;Netral;
@RizkaSeptian-p5j,Bang bahas treasury yang di shopee,;Netral;
@ChannelnyaHilmi,Lakuemas pakai QRIS gak mahal biayanya,;Netral;
@mariotekle,BSI spreadnya berapa bang?,;Netral;
@thaufiq2266,Review nabung emas di brimo bang,;Netral;
"@MasaDepan-s8s,""Saya coba pasang apk Pluang di HP, kok hanya jualan crypto sj, gak nemu halaman emas"",";Netral;
"@sardent2904,""Koq besar banget yah sampe 2,5% padahal kalo crypto paling gak sampe 1%"",";Netral;
@srimulyanthytanuwidjaja8712,â¤beli emas antam di laku mas apakah bisa tarik fisiknya de ?,;Netral;
"@alfhmmtaz,""Beda koh, OJK gak mengatur tabungan emas. Lisensinya kalau Bapebti pedagang fisik emas digital"",";Netral;
@alfhmmtaz,Coba juga koh ShariaCoin baru keluar izin ðŸ˜ŠðŸ˜ŠðŸ˜Š<br><br>Emas disimpan di kustodi ICH ICDX<br>Diawasi Bappebti.<br>Bisa cetak/minting.<br>Beli emas mulai goceng bisa pakai QRIS <br>ðŸ˜ŠðŸ˜ŠðŸ˜Š,;Netral;
"@chandrarizki9491,""numpang nanya bang, seaindanya kita beli emas via apk, kan berarti kita udh punya emas nih, apakah kalo di biarkan emasnya, berubah gk harganya sesuai pasaran? misal harga beli 150.000 harga jual 145.000, nih harga jual bisa naik gk bngm? atau stuck segitu aja?"",";Netral;
@berbagiyangbaikaja1990,Treasury jual emas minimal berapa gram?,;Netral;
@berbagiyangbaikaja1990,Di Treasury ada biaya tahunan kah???,;Netral;
"@muhiqbalhabibi,""Sy pake lakuemas<br>Lumayan ada fitur lakusimpan yg ratenya lumayan, hampir setara deposito jadi tabungan emasnya gak nganggur ðŸ˜Š"",";Netral;
@bakuhantam4572,Kalau jual emasnya pake maksimal gk om ??,;Netral;
@AflahalMufadilah-vh6ku,Dinaran gmn om ? Mohom reviewnya...,;Netral;
"@SIN-CHAND,""Kalo di apk dana aman ngak ka ,??"",";Netral;
@AkuMaumakanNasi,Tamasya nggak masuk,;Negatif;
@jamrock2302,betul bang khusus spread emas di pegadaian digital fluktuatif. jadi mesti pintar lihat momen kalau mau buy atau sellðŸ˜,;Netral;
@divasuryadinatha6743,ini tarik emas di laku emas kenapa lama banget yaa??,;Netral;
"@FKTV-mg8to,""Saya pakai Dana emas, dulu peluang sekarang berubah, dana jadi treasury"",";Negatif;
@mediayt3533,Info utk penarikan nya yang gak lama apk yang mana ya,;Netral;
"@masronii7528,""SAYA PAKAI INDOGOLD LEBIH MUDAH DAN PRAKTIS, SAAT BERTRANSAKSI"",";Netral;
@liarossyani1990,yang bisa di konversi jadi emas fisik platform yang mana,;Netral;
"@vrlreynaldy,""Mohon maaf kak mau tanya saya pemula, itu maksudnya gmn ya kok harga beli lebih besar dari harga jual?"",";Netral;
"@dionesiusutomo4361,""Sy pernah transaksi di lakuemas, biaya admin per transaksi (jual / beli) cuma 5000 , utk pembelian &amp";Netral;
@coz7386,digital lalu bisa fisik dmn ya,;Netral;
@mohhalim3040,Bang pluang sekarang logonya ganti ya,;Netral;
@kirman7837,Aku pke 2 apliksi indogold dan pegadean<br>Jdi bisa buat perbadingn,;Netral;
@halimperdana4521,kak kalau  untuk investasi emas batangan kira kira apa yang paling baik nilainya dan ngak merugi,;Netral;
@anggiedebiya,Kalau emas bangkok itu apa ya kak? Apakah emas asli yang ada harga jualnya lagi atau bagaimana?,;Netral;
"@hayatunnufus4809,""Klo kita nabung uang dlu terus sekiranya uangnya dah cukup kita beliin emas batangan yg rada gedean gtu, itu efiesien gak ko?"",";Netral;
"@maximilianusfirmanmartanug7264,""Kalau aku seh pakai penggadaian, meski kurang praktis, meski spread tinggi, tetapi milik BUMN"",";Netral;
"@rifenmazer,""Ini per kapan ya? Saya cek kmrn harga di pluang beli 1.005 jual 975 (jadi spread nya 3% bukan 2,5%)"",";Netral;
@atikasaries8160,gk tau knp lebih percaya ke pegadean walaupun spretnya tinggi..Krn pegadean milik BUMN ðŸ˜€,;Netral;
@hasep6715,Spread itu apa,;Netral;
@countersnob3843,Bang....bahas tabungan emas di BSI,;Netral;
"@ardybernandussimanjuntak8600,""Dari 5 apk yg disebutkan diatas, saya pakai 3 apk. <br>Dan menurut saya, msh wajar aja sich. <br>Karena, menabung emas itu bagusnya utk jangka panjang. Setidaknya 5 tahun ke atas lah menurut saya. <br>Thank&#39";Positif;
@angelqueen01709,Keren bang ðŸ‘...Terima kasih infonya ðŸ™,;Netral;
"@yenikusrini5139,""Tetep lebih pilih pegadaian, ada buku tabungan nya lebih tenang aja gtu haha <br>Trs biaya admin cuma 30k pertahun. Bisa bayar lewat shopee jugaðŸ˜"",";Netral;
@SaepulJanah,bang gimana bagis gak kalo nabung emas nya GLD etf emas,;Netral;
@Inaofficial91,Thn 2018 beli emas fisik 50gr jual thn 2022ðŸ˜¢,;Positif;
"@fruitwork_project,""kenapa baru sadar sekarang ya, terimakasih buat ilmunya koh. semuanya daging!"",";Positif;
@dianigame1310,Berkat vedio ini 8 bulan yg lalu saya bisa sesukses ini dulu 8 bulan yg lalu saya beli 100g sekarang 3 kali lipat untung nyaðŸŽ‰ðŸŽ‰ðŸŽ‰,;Positif;
@akunpremium1984,makasi kask informasi nyas,;Netral;
"@rickypribadi211,""Awal 2025 sampai masuk 2026 aku pantau harga emas,ternyata wawww harga naik dratis"",";Positif;
@miGmoy,Klo inves emas digital di dana gmna bang..aman ga sih..tolong jawab yaaa..ðŸ˜Š,;Netral;
"@Marta1Buck,""gw heran sama org2, kenapa baru sekarang beli emas waktu harga udah di atas. Kemaren2 di kemanain aja gajinya."",";Netral;
"@mycinemax2653,""setelah kejadian mata uang iran jeblok, orang2 jadi tau pentingnya investasi, di sekolah ga di ajarin, cuma ngajarin nabung."",";Netral;
@mohdrizkynasution4260,Penjelasannya sangat bagus dan dibuat mudah dimengerti. Terima kasih ko Leon. Sehat-sehat selalu.,;Netral;
@AdiSuseno-x4f,crypto itu kedepannya itu aset masa depan semua aset investasi apapun akan di Blockchain nin semua kata aku itu tapi kedepannya mau arah kesana,;Netral;
@wonghoky6596,Bagus mana mas batangan atau mas perhiasan?,;Netral;
"@mendoza8755,""13 : 04 beli gramasi kecil dulu &amp";Netral;
@irvandicaprio26,Lebih bagus PAXG sih.. Harga jual nya hampir mendekati harga beli.. Jadi gk rugi banyak... Simpan sebulan aja udah langsung naik portofolio nya,;Netral;
"@Agus6family,""Ko aplikasi emas crypto itu yg mn, di app PlayStore gk ketemu"",";Netral;
@tokoserbaunik6341,Lagsung auto delete aplikasi Treasury wkwkðŸ˜…. Makasih ko Leon,;Negatif;
"@viralbangetindo,""Yang pasti jangan pakai aplikasi tr*ASU** banyak biaya adminnya, top up admin, pencairan admin, spread besar ðŸ¤£"",";Negatif;
@GiantPotato7,Pegadaian aplikasinya cacat parah,;Negatif;
"@Raizsatria-c7y,""dalam 1 tahun naik 1 juta alhamdulillah. iseng nyoba beli emas digital di aplikasi dana tahun lalu. 1,4. sekarang 2,4."",";Positif;
